File,Line,Column,DefaultLevel,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint,ToolVersion,RuleId,HelpUri
./projects/obs-studio/./UI/obs-app.cpp,2616,2,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"	snprintf(message_buffer.get(), size + 1, CRASH_MESSAGE,",feabcb6a3bdba6dbf8b21bfc597123642579021dbc2ceade56fd5e7c47ee3d5a,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./UI/obs-app.cpp,2696,11,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"			return snprintf(path, size, CONFIG_PATH ""/%s"", name);",882483f0c4d8ac13289cb6265684b64623d408930ee7fae84444069df0fc1884,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./UI/obs-app.cpp,2698,11,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"			return snprintf(path, size, CONFIG_PATH);",120d4a92ad09a458fe4c0df0dad0a8b543bbe82a8343e3e0d1a49012fca43650,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./UI/obs-app.cpp,2714,7,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"		if (snprintf(path, sizeof(path), CONFIG_PATH ""/%s"", name) > 0) {",e2562e021ccc67c06d6483ff74cd50002f838b141fab4963cd6ded5a1d0ecbff,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./UI/obs-app.cpp,3199,4,4,4,buffer,strcat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,"Consider using strcat_s, strncat, strlcat, or snprintf (warning: strncat is easily misused).",,CWE-120,"			strcat(path, ent->d_name);",ba30529397f0e29708b208d31d4cb141bb7dd29e43164325b6f7a9f632f8d4f5,2.0.19,FF1005,https://cwe.mitre.org/data/definitions/120.html
./projects/obs-studio/./UI/obs-app.cpp,3224,5,4,4,buffer,strcat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,"Consider using strcat_s, strncat, strlcat, or snprintf (warning: strncat is easily misused).",,CWE-120,"				strcat(path, ent->d_name);",ba30529397f0e29708b208d31d4cb141bb7dd29e43164325b6f7a9f632f8d4f5,2.0.19,FF1005,https://cwe.mitre.org/data/definitions/120.html
./projects/obs-studio/./UI/obs-app.cpp,3230,5,4,4,buffer,strcat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,"Consider using strcat_s, strncat, strlcat, or snprintf (warning: strncat is easily misused).",,CWE-120,"				strcat(path, ent->d_name);",ba30529397f0e29708b208d31d4cb141bb7dd29e43164325b6f7a9f632f8d4f5,2.0.19,FF1005,https://cwe.mitre.org/data/definitions/120.html
./projects/obs-studio/./UI/platform-x11.cpp,183,10,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"	return (access(output.c_str(), R_OK) == 0);",e73fdb72b27c34b091442e4307e1de7b93d7102c167585c6ef62839a6f98112e,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./projects/obs-studio/./UI/qt-wrappers.cpp,46,2,4,4,format,vsnprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"	vsnprintf(full_message, sizeof(full_message), msg, args);",828fe43fa4070ec7851fc920317a0fe27a84566dae7d17d89f27516ba76ea29c,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./UI/update/shared-update.cpp,130,44,4,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78).,try using a library call that implements the same functionality if available.,,CWE-78,	QRandomGenerator *rng = QRandomGenerator::system();,ef97102ae2c6cdbd610c1fa14178e49eca5ff246983da6b6744f42ca51ab2468,2.0.19,FF1044,https://cwe.mitre.org/data/definitions/78.html
./projects/obs-studio/./UI/update/update-helpers.cpp,15,18,4,4,format,vsnprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"	int size = (int)vsnprintf(nullptr, 0, format, args2) + 1;",d3c69d4c036f9a82b1c70fdc76661b85c69a119bf37c7761b8ffdb5525954061,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./UI/update/update-helpers.cpp,17,2,4,4,format,vsnprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"	vsnprintf(&str[0], size, format, args);",88708dc34d228d81a4c5a36507d8505fa8e26b1527985d2ab791273cdba0b6d4,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./deps/ipc-util/ipc-util/pipe-windows.c,85,44,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"	pipe->handle = CreateNamedPipeA(new_name, access, flags, 1,",9d295ccaee1307485f55b0ee4ca5badfdec1f3a2f8b233eca87aae636d50b072,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./projects/obs-studio/./deps/jansson/doc/github_commits.c,134,5,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"    snprintf(url, URL_SIZE, URL_FORMAT, argv[1], argv[2]);",8ff7a0f5d4db88d77c140c79614f4c8c18077fa1145aa59e6c9d75323fbf5ee3,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./deps/jansson/src/dump.c,190,20,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"            size = snprintf(buffer, MAX_INTEGER_STR_LENGTH,",f8f294335efe25ebd4b66260ef68ddbb39b6abea66ab17a3670cc87b25ae46c5,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./deps/jansson/src/error.c,61,5,4,4,format,vsnprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"    vsnprintf(error->text, JSON_ERROR_TEXT_LENGTH, msg, ap);",dc29c6ba97c8fa93d3a2937a7ba8cdbb32ff33e51ee46193d059df5655198c23,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./deps/jansson/src/jansson_private.h,96,39,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,#    if (_MSC_VER < 1900) && !defined(snprintf)  /* snprintf not defined yet & not introduced */,a2ab3a3c62e0e035c43f7e7815bc403a3d99f40973a361afa4ec505fa846e1fd,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./deps/jansson/src/jansson_private.h,97,15,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,#      define snprintf _snprintf,af18b8d69c42c8c6d079e6592012f7b2a0b503067885424dd4520d58e7332480,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./deps/jansson/src/jansson_private.h,97,24,4,4,format,_snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,#      define snprintf _snprintf,af18b8d69c42c8c6d079e6592012f7b2a0b503067885424dd4520d58e7332480,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./deps/jansson/src/jansson_private.h,99,39,4,4,format,vsnprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,#    if (_MSC_VER < 1500) && !defined(vsnprintf)  /* vsnprintf not defined yet & not introduced */,0af9be13f8c783639d299545bc85ad94cb072da0f4f5e18c5c526ce76ce21fd1,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./deps/jansson/src/jansson_private.h,100,15,4,4,format,vsnprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"#      define vsnprintf(b,c,f,a) _vsnprintf(b,c,f,a)",026f27370a6c0b388dec180af0e5afbf3ff429db263b73c63850e301b27bf51d,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./deps/jansson/src/jansson_private.h,103,13,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,#    define snprintf _snprintf,a17d84179c68037aff391466a8234242e413c3a03a4c279758842d045acfdfeb,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./deps/jansson/src/jansson_private.h,103,22,4,4,format,_snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,#    define snprintf _snprintf,a17d84179c68037aff391466a8234242e413c3a03a4c279758842d045acfdfeb,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./deps/jansson/src/jansson_private.h,104,13,4,4,format,vsnprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,#    define vsnprintf _vsnprintf,123c4a17a0e1bed486ae6364055e9586cbc698c35ae1c7c4af99908e53184d49,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./deps/jansson/src/load.c,97,5,4,4,format,vsnprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"    vsnprintf(msg_text, JSON_ERROR_TEXT_LENGTH, msg, ap);",d2967a15327483ca54a66892e01dafd860321011f2dfca653a361d727dbfd2d9,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./deps/jansson/test/bin/json_process.c,134,5,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120).,"Use sprintf_s, snprintf, or vsnprintf.",,CWE-120,"    sprintf(filename, ""%s%c%s"", path, dir_sep, fname);",d95c8c217394b145587ab7fa5bbde54f3fcff72a33a78b177b571909f874b087,2.0.19,FF1015,https://cwe.mitre.org/data/definitions/120.html
./projects/obs-studio/./deps/jansson/test/bin/json_process.c,169,5,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120).,"Use sprintf_s, snprintf, or vsnprintf.",,CWE-120,"    sprintf(filename, ""%s%cinput"", test_path, dir_sep);",5e42090e41f7c490a8df042a4ca2e0b8ca194ac8a2a74b4b7194ac517481a65d,2.0.19,FF1015,https://cwe.mitre.org/data/definitions/120.html
./projects/obs-studio/./deps/jansson/test/bin/json_process.c,175,5,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120).,"Use sprintf_s, snprintf, or vsnprintf.",,CWE-120,"    sprintf(filename, ""%s%cenv"", test_path, dir_sep);",6d77a419381bbae245e9bedcb192dad7fd218e81de6d3c5d54edb911872b3b6c,2.0.19,FF1015,https://cwe.mitre.org/data/definitions/120.html
./projects/obs-studio/./deps/jansson/test/bin/json_process.c,226,9,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120).,"Use sprintf_s, snprintf, or vsnprintf.",,CWE-120,"        sprintf(errstr, ""%d %d %d\n%s\n"",",5f56de3a0357c477d0227889f508bd8d4d539d9246c64007d166f38c4eb074af,2.0.19,FF1015,https://cwe.mitre.org/data/definitions/120.html
./projects/obs-studio/./deps/json11/json11.hpp,65,17,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,        #ifndef snprintf,8d9d395a39da449724f5cdc000a2885aa6d718d59e7853b04802da624d3f4052,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./deps/json11/json11.hpp,66,21,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,            #define snprintf _snprintf_s,595cd10a1360b14ea3c29155631a0ddff772401038131c23e634b963a8b9c62f,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./deps/obs-scripting/obs-scripting-logging.c,50,2,4,4,format,vsnprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"	vsnprintf(msg + start_len, sizeof(msg) - start_len, format, args);",23b34c2aeb669204e305a4e61ff7ca3ac2eb88156f4029df58c1ae8dfd93dfa8,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./deps/obs-scripting/obs-scripting-lua.c,1368,3,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"		strcpy(import_path, absolute_plugin_path);",14fd13f7da9e0e52bde4cd2a2188015bcd51d53cee3301b11f689a2357c3706a,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
./projects/obs-studio/./deps/obs-scripting/obs-scripting-python-import.c,32,9,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,#define access _access,371054eda87606fa91065293d832f5d0cda633de12571faa7a3715fc0587b2a9,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./projects/obs-studio/./deps/obs-scripting/obs-scripting-python-import.c,73,2,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"	snprintf(cur_version, sizeof(cur_version), VERSION_PATTERN,",10925492852533fc536a743cb803aca0842846733fb8f81b13dcaeea751212b1,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./deps/obs-scripting/obs-scripting-python-import.c,75,2,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"	snprintf(temp, sizeof(temp), FILE_PATTERN, cur_version);",a2873865cb8987bd80951acbc674383671c52e7073ae36c6c276f4874b3355ec,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./deps/obs-scripting/obs-scripting-python-import.c,81,7,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"		if (access(lib_candidate_path.array, F_OK) == 0) {",8f126988a51d40776559f8f9a92841f3d2ab0cc6bb876264d593f53316fe0316,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./projects/obs-studio/./deps/obs-scripting/obs-scripting-python-import.c,89,3,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"		snprintf(cur_version, sizeof(cur_version), VERSION_PATTERN,",10925492852533fc536a743cb803aca0842846733fb8f81b13dcaeea751212b1,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./deps/obs-scripting/obs-scripting-python-import.c,91,3,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"		snprintf(next_version, sizeof(next_version), VERSION_PATTERN,",88c281682f3735e3ed6366b4438262eb546339cd41ea97014c18fc03dd232e79,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./deps/uthash/uthash/uthash.h,516,29,4,4,format,fprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"#define HASH_OOPS(...) do { fprintf(stderr, __VA_ARGS__); exit(-1); } while (0)",097f37fda597a2730aa5b07b899f6d76241e35b318e7daa5c0decebe524d5c84,2.0.19,FF1017,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./deps/w32-pthreads/tests/exception2.c,128,16,4,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78).,try using a library call that implements the same functionality if available.,,CWE-78,"      result = system(""exception2.exe die"");",ecfa0ec252611359fce0ad4e81a877c439927f571a79693bf80e56b321b76bd1,2.0.19,FF1044,https://cwe.mitre.org/data/definitions/78.html
./projects/obs-studio/./deps/w32-pthreads/tests/test.h,142,29,4,4,format,fprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"   ((e) ? ((ASSERT_TRACE) ? fprintf(stderr, \",8d41abc4369d214d83b410ec72f82491782f219e1420d57edd18f0db24601e55,2.0.19,FF1017,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./deps/w32-pthreads/tests/test.h,152,47,4,4,format,fprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"   (((assertE = e) o (r)) ? ((ASSERT_TRACE) ? fprintf(stderr, \",d8577d1ec36dba46d7bd95e983191e8202362d17181043368c2444839641b0c5,2.0.19,FF1017,https://cwe.mitre.org/data/definitions/134.html
./projects/obs-studio/./libobs/audio-monitoring/pulse/pulseaudio-wrapper.c,56,3,4,4,buffer,strcat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,"Consider using strcat_s, strncat, strlcat, or snprintf (warning: strncat is easily misused).",,CWE-120,"		strcat(*id, pdo->default_sink_name);",3f7ec635e692a8845a716fc572c637f539290d5c5f05578a0abe5c1a94db1fd1,2.0.19,FF1005,https://cwe.mitre.org/data/definitions/120.html
./projects/obs-studio/./libobs/audio-monitoring/pulse/pulseaudio-wrapper.c,81,3,4,4,buffer,strcat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,"Consider using strcat_s, strncat, strlcat, or snprintf (warning: strncat is easily misused).",,CWE-120,"		strcat(name1, name_default);",e66a77291435060f453b42d7aacfd4aadfca25a6cf2fb0e8fb5dad13d7206211,2.0.19,FF1005,https://cwe.mitre.org/data/definitions/120.html
./projects/obs-studio/./libobs/audio-monitoring/pulse/pulseaudio-wrapper.c,91,3,4,4,buffer,strcat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,"Consider using strcat_s, strncat, strlcat, or snprintf (warning: strncat is easily misused).",,CWE-120,"		strcat(name2, name_default);",3627361aeca83c7d78fb336c2644a28d92c6557008e2fa0e1822ebead0a94a52,2.0.19,FF1005,https://cwe.mitre.org/data/definitions/120.html
./projects/obs-studio/./libobs/audio-monitoring/pulse/pulseaudio-wrapper.c,95,3,4,4,buffer,strcat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,"Consider using strcat_s, strncat, strlcat, or snprintf (warning: strncat is easily misused).",,CWE-120,"		strcat(name2, id2);",35b4bf1e91bfe33d6814674d9ec06090675c0905231d1ae7adf7989283c06279,2.0.19,FF1005,https://cwe.mitre.org/data/definitions/120.html
./projects/obs-studio/./libobs/graphics/graphics-magick.c,38,2,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"	strcpy(info->filename, file);",d1264671e80269c7422ef8419e09c1a63f6198763bc04d37dd9c1ce4ea45360c,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
./projects/obs-studio/./libobs/graphics/graphics.c,2893,3,4,4,format,vsnprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"		vsnprintf(markername, sizeof(markername), format, args);",441836a42640c8560f17fc1be49f0916b22e69ffddeeb727200089e4829e699a,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
